TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,555586804,555586804,1,Olympic Coast National Marine Sanctuary,Olympic Coast National Marine Sanctuary,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,8241.01572525502,8265.04170247586,8265.04170408577,None,0,Designated,1994,Federal or national ministry or agency,State,National Oceanic and Atmospheric Administration,Not Reported,State Verified,1848,US-WA,USA,USA,Not Applicable,Not Applicable
Polygon,555586808,555586808,1,Stewarts Point State Marine Conservation Area,Stewarts Point State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,1,0,2.46362781277788,3.07114712472832,3.07114712385137,None,0,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586837,555586837,1,Kashtayit State Marine Conservation Area,Kashtayit State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,4.89340108901367,5.22550497927775,5.22550497945185,None,0,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586838,555586838,1,Naples State Marine Conservation Area,Naples State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,6.44470978875316,6.73814725328747,6.73814725379419,None,0,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586836,555586836,1,Point Conception State Marine Reserve,Point Conception State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,58.3335407133119,57.7557556462116,58.3335407133119,58.3335407027094,All,58.3335407133119,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586846,555586846,1,Arrow Point to Lion Head Point (Catalina Island) State Marine Conservation Area,Arrow Point to Lion Head Point (Catalina Island) State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,1,0,1.38014704041161,1.68630535148513,1.68630535161989,None,0,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586847,555586847,1,Blue Cavern (Catalina Island) Onshore State Marine Conservation Area,Blue Cavern (Catalina Island) Onshore State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,6.77020517902911,6.48707836766852,6.77020517902911,6.77020517891366,All,6.77020517902911,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586839,555586839,1,Campus Point State Marine Conservation Area,Campus Point State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,27.349214907738,26.5814920668408,27.349214907738,27.3492149089822,All,27.349214907738,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586848,555586848,1,Blue Cavern (Catalina Island) Offshore State Marine Conservation Area,Blue Cavern (Catalina Island) Offshore State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,19.931117668953,19.9311176659534,19.931117668953,None,0,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586841,555586841,1,Begg Rock (San Nicolas Island Quad) State Marine Reserve,Begg Rock (San Nicolas Island Quad) State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,98.3228968201096,98.3228968201858,98.3228968201096,98.3228968201858,All,98.3228968201096,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586850,555586850,1,Casino Point (Catalina Island) State Marine Conservation Area,Casino Point (Catalina Island) State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,1,0.0191617303282323,0.0141390391797528,0.0191617303282323,0.0191617303290352,Part,0.0141390391797528,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586842,555586842,1,Point Vicente State Marine Conservation Area,Point Vicente State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,38.9628087040626,38.8069533932435,38.9628087040626,38.9628086917141,All,38.9628087040626,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586851,555586851,1,Lover's Cove (Catalina Island) State Marine Conservation Area,Lover's Cove (Catalina Island) State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,1,0,0.0934994815145513,0.156943169945487,0.156943169910182,None,0,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586843,555586843,1,Abalone Cove State Marine Conservation Area,Abalone Cove State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,12.3728487392199,12.416977233546,12.4169772328028,None,0,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586849,555586849,1,Long Point (Catalina Island) State Marine Reserve,Long Point (Catalina Island) State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,4.32342994868905,4.12151938436033,4.32342994868905,4.32342994860657,All,4.32342994868905,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586852,555586852,1,Cat Harbor (Catalina Island) State Marine Conservation Area,Cat Harbor (Catalina Island) State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,1,0,0.420065333945582,0.662323810827289,0.662323810787064,None,0,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586853,555586853,1,Crystal Cove State Marine Conservation Area,Crystal Cove State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,8.41904443754782,9.14139892545388,9.14139892277515,None,0,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586854,555586854,1,Swami's State Marine Conservation Area,Swami's State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,31.2238231013218,32.9133730172589,32.9133730123842,None,0,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586855,555586855,1,San Diego-Scripps Coastal State Marine Conservation Area,San Diego-Scripps Coastal State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,3.45707488537451,3.77328851480252,3.77328851473923,None,0,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586862,555586862,1,Point St. George Reef Offshore State Marine Conservation Area,Point St. George Reef Offshore State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,24.665483034701,24.6654830338248,24.665483034701,None,0,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586856,555586856,1,Matlahuayl State Marine Reserve,Matlahuayl State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,1,2.68442814509818,2.12403811551485,2.68442814509818,2.68442814475597,Part,2.12403811551485,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586858,555586858,1,Cabrillo State Marine Reserve,Cabrillo State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,1,1.01148175360523,0.82064893214479,1.01148175360523,1.01148175363668,Part,0.82064893214479,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586859,555586859,1,Tijuana River Mouth State Marine Conservation Area,Tijuana River Mouth State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,7.41175819133292,7.81255141375599,7.81255141489623,None,0,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586865,555586865,1,Mattole Canyon State Marine Reserve,Mattole Canyon State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,25.3663424158101,25.3663424150589,25.3663424158101,25.3663424150589,All,25.3663424158101,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586861,555586861,1,Pyramid Point State Marine Conservation Area,Pyramid Point State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,36.0528643706697,36.2439211443779,36.2439211333575,None,0,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586863,555586863,1,Samoa State Marine Conservation Area,Samoa State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,32.5222335573644,33.8341557442544,33.8341557521798,None,0,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586864,555586864,1,South Cape Mendocino State Marine Reserve,South Cape Mendocino State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,23.5113044411189,23.1534448166652,23.5113044411189,23.511304438567,All,23.5113044411189,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586866,555586866,1,Sea Lion Gulch State Marine Reserve,Sea Lion Gulch State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,26.9806248736286,26.533165188727,26.9806248736286,26.9806248708205,All,26.9806248736286,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586873,555586873,1,National Marine Sanctuary of American Samoa,National Marine Sanctuary of American Samoa,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,35113.2415479313,35121.6467948024,35121.6467959575,Part,0,Designated,1986,Federal or national ministry or agency,State,Joint,Not Reported,State Verified,1848,US-AS,USA,ASM,Not Applicable,Not Applicable
Polygon,555586867,555586867,1,Big Flat State Marine Conservation Area,Big Flat State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,28.8182521958315,30.0088273250974,30.0088273161819,None,0,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586868,555586868,1,Double Cone Rock State Marine Conservation Area,Double Cone Rock State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,46.193807434296,47.893744078007,47.8937440711271,None,0,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586882,555586882,1,Pupukea Marine Life Conservation District,Pupukea Marine Life Conservation District,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,1,0,0.07359143610826,0.710402886807167,0.710402886879922,Part,0,Designated,1983,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-HI,USA,USA,Not Applicable,Not Applicable
Polygon,555586869,555586869,1,Russian Gulch State Marine Conservation Area,Russian Gulch State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,1,0,0.292761007715518,0.5643582066662,0.564358206685534,None,0,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586874,555586874,1,Otter Rock Marine Reserve,Otter Rock Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,3.17022002856844,3.13384523777711,3.17022002856844,3.17022002764218,All,3.17022002856844,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-OR,USA,USA,Not Applicable,Not Applicable
Polygon,555586875,555586875,1,Gray's Reef National Marine Sanctuary,Gray's Reef National Marine Sanctuary,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,57.2414343705454,57.2414343705407,57.2414343705454,Part,0,Designated,1981,Federal or national ministry or agency,State,National Oceanic and Atmospheric Administration,Not Reported,State Verified,1848,US-GA,USA,USA,Not Applicable,Not Applicable
Polygon,555586894,555586894,1,Point Buchon State Marine Conservation Area,Point Buchon State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,31.5613750073454,31.5613750078979,31.5613750073454,None,0,Designated,2007,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
